user_id,content_id,date,content_type,category,minutes_consumed
2,106,2025-11-08,Reading,Anxiety,27
2,107,2025-11-09,Audio,Stress,37
2,108,2025-11-10,Audio,Self-esteem,35
2,109,2025-11-11,Audio,Relationships,27
2,110,2025-11-12,Audio,Stress,33
2,111,2025-11-13,Reading,Self-esteem,19
2,112,2025-11-14,Audio,Relationships,23
2,113,2025-11-15,Video,Sleep,22
2,114,2025-11-16,Reading,Sleep,20
2,115,2025-11-17,Audio,Sleep,14
2,116,2025-11-18,Audio,Stress,5
2,117,2025-11-19,Video,Sleep,71
2,118,2025-11-20,Video,Self-esteem,45
2,119,2025-11-21,Reading,Self-esteem,37
2,120,2025-11-22,Video,Relationships,31
2,121,2025-11-23,Reading,Stress,33
2,122,2025-11-24,Reading,Sleep,25
2,123,2025-11-25,Audio,Self-esteem,14
2,124,2025-11-26,Audio,Self-esteem,58
2,125,2025-11-27,Video,Sleep,57
2,126,2025-11-28,Reading,Relationships,30
2,127,2025-11-29,Reading,Stress,38
2,128,2025-11-30,Reading,Anxiety,43
2,129,2025-12-01,Video,Anxiety,11
2,130,2025-12-02,Video,Stress,46
2,131,2025-12-03,Audio,Self-esteem,15
2,132,2025-12-04,Audio,Relationships,33
2,133,2025-12-05,Video,Relationships,58
2,134,2025-12-06,Video,Sleep,61
2,135,2025-12-07,Audio,Anxiety,52
2,136,2025-12-08,Audio,Anxiety,47
2,137,2025-12-09,Reading,Self-esteem,15
2,138,2025-12-10,Video,Stress,6
2,139,2025-12-11,Video,Self-esteem,29
2,140,2025-12-12,Reading,Self-esteem,41
2,141,2025-12-13,Reading,Sleep,41
2,142,2025-12-14,Video,Anxiety,24
2,143,2025-12-15,Video,Sleep,70
2,144,2025-12-16,Audio,Anxiety,22
2,145,2025-12-17,Reading,Self-esteem,23
2,146,2025-12-18,Audio,Relationships,41
2,147,2025-12-19,Reading,Sleep,39
2,148,2025-12-20,Audio,Anxiety,15
2,149,2025-12-21,Reading,Relationships,17
2,150,2025-12-22,Reading,Stress,35
2,151,2025-12-23,Audio,Anxiety,17
2,152,2025-12-24,Video,Relationships,89
2,153,2025-12-25,Audio,Self-esteem,42
2,154,2025-12-26,Reading,Sleep,36
2,155,2025-12-27,Audio,Stress,27
2,156,2025-12-28,Reading,Self-esteem,7
2,157,2025-12-29,Audio,Stress,40
2,158,2025-12-30,Audio,Anxiety,29
2,159,2025-12-31,Video,Relationships,55
3,160,2025-10-21,Audio,Sleep,18
3,161,2025-10-22,Video,Self-esteem,62
3,162,2025-10-23,Audio,Relationships,37
3,163,2025-10-24,Audio,Stress,34
3,164,2025-10-25,Video,Anxiety,6
3,165,2025-10-26,Reading,Sleep,16
3,166,2025-10-27,Video,Sleep,60
3,167,2025-10-28,Reading,Relationships,27
3,168,2025-10-29,Reading,Relationships,33
3,169,2025-10-30,Reading,Stress,12
3,170,2025-10-31,Video,Stress,9
3,171,2025-11-01,Video,Anxiety,34
3,172,2025-11-02,Video,Self-esteem,8
3,173,2025-11-03,Video,Self-esteem,7
3,174,2025-11-04,Audio,Anxiety,14
3,175,2025-11-05,Audio,Relationships,29
3,176,2025-11-06,Reading,Stress,44
3,177,2025-11-07,Audio,Anxiety,35
3,178,2025-11-08,Reading,Anxiety,24
3,179,2025-11-09,Reading,Relationships,37
3,180,2025-11-10,Video,Sleep,41
3,181,2025-11-11,Audio,Anxiety,7
3,182,2025-11-12,Video,Self-esteem,18
3,183,2025-11-13,Video,Sleep,27
3,184,2025-11-14,Reading,Anxiety,28
3,185,2025-11-15,Reading,Anxiety,24
3,186,2025-11-16,Audio,Stress,24
3,187,2025-11-17,Video,Sleep,6
3,188,2025-11-18,Audio,Sleep,5
3,189,2025-11-19,Video,Stress,32
3,190,2025-11-20,Audio,Self-esteem,20
3,191,2025-11-21,Video,Anxiety,48
3,192,2025-11-22,Reading,Anxiety,32
3,193,2025-11-23,Audio,Stress,32
3,194,2025-11-24,Video,Relationships,81
3,195,2025-11-25,Video,Stress,37
3,196,2025-11-26,Video,Stress,83
3,197,2025-11-27,Reading,Sleep,21
3,198,2025-11-28,Audio,Sleep,28
3,199,2025-11-29,Audio,Relationships,49
3,200,2025-11-30,Audio,Stress,43
3,201,2025-12-01,Audio,Self-esteem,24
3,202,2025-12-02,Reading,Self-esteem,23
3,203,2025-12-03,Reading,Self-esteem,13
3,204,2025-12-04,Audio,Self-esteem,47
3,205,2025-12-05,Video,Sleep,15
3,206,2025-12-06,Audio,Relationships,55
3,207,2025-12-07,Audio,Relationships,44
3,208,2025-12-08,Video,Anxiety,14
3,209,2025-12-09,Reading,Stress,17
3,210,2025-12-10,Video,Self-esteem,33
3,211,2025-12-11,Reading,Anxiety,7
3,212,2025-12-12,Audio,Stress,38
3,213,2025-12-13,Audio,Self-esteem,9
3,214,2025-12-14,Video,Anxiety,33
3,215,2025-12-15,Video,Stress,12
3,216,2025-12-16,Reading,Relationships,34
3,217,2025-12-17,Reading,Relationships,15
3,218,2025-12-18,Video,Anxiety,39
3,219,2025-12-19,Video,Anxiety,75
3,220,2025-12-20,Reading,Self-esteem,7
3,221,2025-12-21,Audio,Self-esteem,49
3,222,2025-12-22,Audio,Anxiety,23
3,223,2025-12-23,Audio,Anxiety,28
3,224,2025-12-24,Audio,Sleep,22
3,225,2025-12-25,Video,Self-esteem,67
3,226,2025-12-26,Video,Self-esteem,11
3,227,2025-12-27,Reading,Stress,37
3,228,2025-12-28,Reading,Sleep,40
3,229,2025-12-29,Video,Stress,7
3,230,2025-12-30,Audio,Self-esteem,47
3,231,2025-12-31,Audio,Sleep,22
4,232,2025-09-19,Reading,Relationships,22
4,233,2025-09-20,Audio,Stress,14
4,234,2025-09-21,Reading,Self-esteem,5
4,235,2025-09-22,Video,Self-esteem,29
4,236,2025-09-23,Audio,Anxiety,57
4,237,2025-09-24,Reading,Self-esteem,14
4,238,2025-09-25,Video,Self-esteem,86
4,239,2025-09-26,Audio,Sleep,31
4,240,2025-09-27,Audio,Relationships,19
4,241,2025-09-28,Video,Self-esteem,59
4,242,2025-09-29,Video,Self-esteem,60
4,243,2025-09-30,Reading,Stress,6
4,244,2025-10-01,Video,Self-esteem,20
4,245,2025-10-02,Video,Sleep,67
4,246,2025-10-03,Video,Relationships,72
4,247,2025-10-04,Audio,Relationships,49
4,248,2025-10-05,Reading,Relationships,6
4,249,2025-10-06,Video,Self-esteem,73
4,250,2025-10-07,Reading,Relationships,30
4,251,2025-10-08,Audio,Relationships,47
4,252,2025-10-09,Reading,Self-esteem,22
4,253,2025-10-10,Reading,Anxiety,11
4,254,2025-10-11,Reading,Self-esteem,42
4,255,2025-10-12,Reading,Anxiety,24
4,256,2025-10-13,Video,Stress,82
4,257,2025-10-14,Audio,Stress,27
4,258,2025-10-15,Video,Sleep,6
4,259,2025-10-16,Reading,Sleep,5
4,260,2025-10-17,Reading,Sleep,28
4,261,2025-10-18,Reading,Relationships,20
4,262,2025-10-19,Reading,Stress,20
4,263,2025-10-20,Audio,Relationships,58
4,264,2025-10-21,Audio,Self-esteem,55
4,265,2025-10-22,Audio,Self-esteem,33
4,266,2025-10-23,Reading,Relationships,25
4,267,2025-10-24,Video,Relationships,80
4,268,2025-10-25,Reading,Self-esteem,32
4,269,2025-10-26,Audio,Stress,28
4,270,2025-10-27,Video,Stress,44
4,271,2025-10-28,Audio,Stress,18
4,272,2025-10-29,Reading,Stress,40
4,273,2025-10-30,Reading,Relationships,23
4,274,2025-10-31,Reading,Relationships,33
4,275,2025-11-01,Video,Anxiety,88
4,276,2025-11-02,Reading,Stress,42
4,277,2025-11-03,Audio,Self-esteem,40
4,278,2025-11-04,Audio,Anxiety,35
4,279,2025-11-05,Audio,Stress,27
4,280,2025-11-06,Reading,Relationships,14
4,281,2025-11-07,Video,Sleep,15
4,282,2025-11-08,Audio,Self-esteem,25
4,283,2025-11-09,Audio,Relationships,26
4,284,2025-11-10,Reading,Anxiety,27
4,285,2025-11-11,Video,Sleep,86
4,286,2025-11-12,Video,Self-esteem,40
4,287,2025-11-13,Audio,Anxiety,59
4,288,2025-11-14,Audio,Relationships,25
4,289,2025-11-15,Audio,Relationships,8
4,290,2025-11-16,Video,Relationships,33
4,291,2025-11-17,Video,Sleep,24
4,292,2025-11-18,Video,Sleep,43
4,293,2025-11-19,Audio,Self-esteem,58
4,294,2025-11-20,Video,Sleep,28
4,295,2025-11-21,Reading,Relationships,5
4,296,2025-11-22,Audio,Anxiety,9
4,297,2025-11-23,Reading,Relationships,24
4,298,2025-11-24,Reading,Relationships,13
4,299,2025-11-25,Reading,Relationships,27
4,300,2025-11-26,Reading,Sleep,20
4,301,2025-11-27,Reading,Relationships,33
4,302,2025-11-28,Audio,Sleep,59
4,303,2025-11-29,Reading,Relationships,32
4,304,2025-11-30,Audio,Anxiety,27
4,305,2025-12-01,Reading,Sleep,33
4,306,2025-12-02,Reading,Anxiety,14
4,307,2025-12-03,Video,Stress,75
4,308,2025-12-04,Audio,Anxiety,50
4,309,2025-12-05,Audio,Self-esteem,19
4,310,2025-12-06,Video,Self-esteem,8
4,311,2025-12-07,Video,Self-esteem,34
4,312,2025-12-08,Audio,Stress,14
4,313,2025-12-09,Video,Anxiety,83
4,314,2025-12-10,Video,Relationships,80
4,315,2025-12-11,Audio,Anxiety,28
4,316,2025-12-12,Video,Self-esteem,51
4,317,2025-12-13,Reading,Sleep,18
4,318,2025-12-14,Audio,Relationships,27
4,319,2025-12-15,Video,Self-esteem,27
4,320,2025-12-16,Reading,Stress,22
4,321,2025-12-17,Audio,Relationships,10
4,322,2025-12-18,Audio,Relationships,34
4,323,2025-12-19,Video,Self-esteem,76
4,324,2025-12-20,Audio,Anxiety,26
4,325,2025-12-21,Video,Anxiety,14
4,326,2025-12-22,Reading,Sleep,7
4,327,2025-12-23,Audio,Relationships,8
4,328,2025-12-24,Audio,Anxiety,14
4,329,2025-12-25,Reading,Relationships,29
4,330,2025-12-26,Audio,Relationships,34
4,331,2025-12-27,Reading,Stress,19
4,332,2025-12-28,Video,Stress,54
4,333,2025-12-29,Reading,Anxiety,9
4,334,2025-12-30,Reading,Relationships,43
4,335,2025-12-31,Video,Self-esteem,47
5,336,2025-07-06,Reading,Self-esteem,15
5,337,2025-07-07,Audio,Self-esteem,57
5,338,2025-07-08,Audio,Stress,8
5,339,2025-07-09,Video,Relationships,42
5,340,2025-07-10,Audio,Sleep,30
5,341,2025-07-11,Audio,Relationships,49
5,342,2025-07-12,Reading,Self-esteem,33
5,343,2025-07-13,Audio,Anxiety,42
5,344,2025-07-14,Reading,Relationships,44
5,345,2025-07-15,Reading,Self-esteem,28
5,346,2025-07-16,Reading,Self-esteem,37
5,347,2025-07-17,Reading,Self-esteem,22
5,348,2025-07-18,Audio,Relationships,5
5,349,2025-07-19,Audio,Self-esteem,11
5,350,2025-07-20,Reading,Self-esteem,9
5,351,2025-07-21,Audio,Self-esteem,14
5,352,2025-07-22,Audio,Relationships,43
5,353,2025-07-23,Video,Self-esteem,14
5,354,2025-07-24,Video,Stress,51
5,355,2025-07-25,Audio,Stress,38
5,356,2025-07-26,Reading,Self-esteem,15
5,357,2025-07-27,Reading,Self-esteem,25
5,358,2025-07-28,Audio,Anxiety,19
5,359,2025-07-29,Video,Relationships,40
5,360,2025-07-30,Video,Sleep,44
5,361,2025-07-31,Video,Anxiety,79
5,362,2025-08-01,Reading,Anxiety,23
5,363,2025-08-02,Audio,Sleep,52
5,364,2025-08-03,Audio,Stress,6
5,365,2025-08-04,Video,Stress,88
5,366,2025-08-05,Reading,Self-esteem,20
5,367,2025-08-06,Reading,Relationships,16
5,368,2025-08-07,Audio,Relationships,32
5,369,2025-08-08,Video,Sleep,9
5,370,2025-08-09,Audio,Stress,13
5,371,2025-08-10,Video,Anxiety,19
5,372,2025-08-11,Video,Anxiety,84
5,373,2025-08-12,Video,Stress,43
5,374,2025-08-13,Video,Self-esteem,46
5,375,2025-08-14,Reading,Stress,6
5,376,2025-08-15,Video,Anxiety,19
5,377,2025-08-16,Video,Anxiety,62
5,378,2025-08-17,Audio,Anxiety,40
5,379,2025-08-18,Video,Sleep,5
5,380,2025-08-19,Reading,Sleep,30
5,381,2025-08-20,Reading,Relationships,19
5,382,2025-08-21,Reading,Relationships,8
5,383,2025-08-22,Video,Sleep,60
5,384,2025-08-23,Video,Stress,77
5,385,2025-08-24,Audio,Self-esteem,39
5,386,2025-08-25,Audio,Stress,59
5,387,2025-08-26,Video,Self-esteem,80
5,388,2025-08-27,Video,Anxiety,77
5,389,2025-08-28,Audio,Self-esteem,17
5,390,2025-08-29,Reading,Relationships,38
5,391,2025-08-30,Video,Relationships,81
5,392,2025-08-31,Audio,Sleep,46
5,393,2025-09-01,Audio,Sleep,56
5,394,2025-09-02,Video,Sleep,79
5,395,2025-09-03,Audio,Sleep,49
5,396,2025-09-04,Video,Relationships,74
5,397,2025-09-05,Reading,Anxiety,18
5,398,2025-09-06,Reading,Sleep,36
5,399,2025-09-07,Video,Stress,33
5,400,2025-09-08,Video,Relationships,70
5,401,2025-09-09,Reading,Anxiety,6
5,402,2025-09-10,Reading,Sleep,40
5,403,2025-09-11,Reading,Relationships,33
5,404,2025-09-12,Audio,Anxiety,31
5,405,2025-09-13,Reading,Anxiety,17
5,406,2025-09-14,Audio,Self-esteem,40
5,407,2025-09-15,Audio,Sleep,56
5,408,2025-09-16,Audio,Sleep,38
5,409,2025-09-17,Reading,Relationships,20
5,410,2025-09-18,Reading,Self-esteem,23
5,411,2025-09-19,Reading,Relationships,41
5,412,2025-09-20,Audio,Stress,22
5,413,2025-09-21,Reading,Sleep,13
5,414,2025-09-22,Video,Self-esteem,65
5,415,2025-09-23,Reading,Relationships,38
5,416,2025-09-24,Audio,Sleep,28
5,417,2025-09-25,Video,Anxiety,75
5,418,2025-09-26,Audio,Relationships,11
5,419,2025-09-27,Reading,Relationships,19
5,420,2025-09-28,Reading,Sleep,18
5,421,2025-09-29,Reading,Self-esteem,11
5,422,2025-09-30,Video,Sleep,56
5,423,2025-10-01,Reading,Relationships,16
5,424,2025-10-02,Video,Self-esteem,83
5,425,2025-10-03,Audio,Stress,36
5,426,2025-10-04,Audio,Sleep,34
5,427,2025-10-05,Reading,Anxiety,5
5,428,2025-10-06,Video,Sleep,38
5,429,2025-10-07,Video,Sleep,65
5,430,2025-10-08,Audio,Sleep,19
5,431,2025-10-09,Video,Sleep,20
5,432,2025-10-10,Audio,Self-esteem,36
5,433,2025-10-11,Reading,Anxiety,38
5,434,2025-10-12,Reading,Anxiety,44
5,435,2025-10-13,Video,Stress,56
5,436,2025-10-14,Audio,Sleep,31
5,437,2025-10-15,Video,Sleep,76
5,438,2025-10-16,Reading,Self-esteem,13
5,439,2025-10-17,Video,Self-esteem,34
5,440,2025-10-18,Reading,Self-esteem,19
5,441,2025-10-19,Audio,Anxiety,43
5,442,2025-10-20,Video,Relationships,32
5,443,2025-10-21,Reading,Anxiety,29
5,444,2025-10-22,Audio,Self-esteem,26
5,445,2025-10-23,Video,Self-esteem,48
5,446,2025-10-24,Audio,Self-esteem,47
5,447,2025-10-25,Audio,Stress,56
5,448,2025-10-26,Audio,Stress,10
5,449,2025-10-27,Video,Relationships,8
5,450,2025-10-28,Video,Self-esteem,31
5,451,2025-10-29,Audio,Stress,15
5,452,2025-10-30,Reading,Self-esteem,14
5,453,2025-10-31,Reading,Relationships,44
5,454,2025-11-01,Audio,Sleep,22
5,455,2025-11-02,Reading,Sleep,22
5,456,2025-11-03,Reading,Anxiety,30
5,457,2025-11-04,Video,Stress,86
5,458,2025-11-05,Reading,Self-esteem,29
5,459,2025-11-06,Reading,Relationships,30
5,460,2025-11-07,Video,Relationships,83
5,461,2025-11-08,Reading,Relationships,35
5,462,2025-11-09,Video,Relationships,84
5,463,2025-11-10,Video,Stress,54
5,464,2025-11-11,Reading,Stress,33
5,465,2025-11-12,Video,Sleep,52
5,466,2025-11-13,Reading,Sleep,26
5,467,2025-11-14,Reading,Sleep,25
5,468,2025-11-15,Reading,Self-esteem,15
5,469,2025-11-16,Video,Relationships,25
5,470,2025-11-17,Reading,Self-esteem,10
5,471,2025-11-18,Reading,Relationships,6
5,472,2025-11-19,Video,Self-esteem,18
5,473,2025-11-20,Reading,Stress,11
5,474,2025-11-21,Reading,Anxiety,14
5,475,2025-11-22,Audio,Stress,29
5,476,2025-11-23,Reading,Sleep,28
5,477,2025-11-24,Reading,Self-esteem,31
5,478,2025-11-25,Video,Anxiety,61
5,479,2025-11-26,Reading,Relationships,19
5,480,2025-11-27,Video,Self-esteem,33
5,481,2025-11-28,Reading,Sleep,14
5,482,2025-11-29,Video,Sleep,48
5,483,2025-11-30,Audio,Stress,55
5,484,2025-12-01,Video,Anxiety,27
5,485,2025-12-02,Reading,Self-esteem,13
5,486,2025-12-03,Reading,Self-esteem,33
5,487,2025-12-04,Audio,Sleep,56
5,488,2025-12-05,Video,Relationships,13
5,489,2025-12-06,Video,Anxiety,34
5,490,2025-12-07,Video,Sleep,8
5,491,2025-12-08,Video,Self-esteem,60
5,492,2025-12-09,Reading,Stress,31
5,493,2025-12-10,Reading,Self-esteem,40
5,494,2025-12-11,Video,Self-esteem,88
5,495,2025-12-12,Audio,Relationships,46
5,496,2025-12-13,Reading,Stress,21
5,497,2025-12-14,Reading,Stress,38
5,498,2025-12-15,Audio,Anxiety,36
5,499,2025-12-16,Video,Self-esteem,86
5,500,2025-12-17,Reading,Relationships,36
5,501,2025-12-18,Reading,Anxiety,19
5,502,2025-12-19,Video,Anxiety,8
5,503,2025-12-20,Audio,Relationships,24
5,504,2025-12-21,Audio,Stress,42
5,505,2025-12-22,Video,Self-esteem,56
5,506,2025-12-23,Video,Stress,31
5,507,2025-12-24,Reading,Sleep,8
5,508,2025-12-25,Reading,Relationships,33
5,509,2025-12-26,Audio,Sleep,8
5,510,2025-12-27,Video,Relationships,16
5,511,2025-12-28,Audio,Anxiety,22
5,512,2025-12-29,Video,Stress,86
5,513,2025-12-30,Reading,Anxiety,18
5,514,2025-12-31,Audio,Anxiety,52
6,515,2025-08-25,Video,Stress,54
6,516,2025-08-26,Reading,Anxiety,6
6,517,2025-08-27,Video,Sleep,35
6,518,2025-08-28,Reading,Anxiety,14
6,519,2025-08-29,Video,Self-esteem,56
6,520,2025-08-30,Reading,Self-esteem,33
6,521,2025-08-31,Reading,Relationships,13
6,522,2025-09-01,Video,Stress,65
6,523,2025-09-02,Video,Relationships,18
6,524,2025-09-03,Audio,Stress,49
6,525,2025-09-04,Video,Relationships,55
6,526,2025-09-05,Video,Sleep,66
6,527,2025-09-06,Video,Self-esteem,75
6,528,2025-09-07,Audio,Relationships,44
6,529,2025-09-08,Video,Anxiety,61
6,530,2025-09-09,Video,Stress,46
6,531,2025-09-10,Reading,Sleep,14
6,532,2025-09-11,Audio,Sleep,18
6,533,2025-09-12,Audio,Self-esteem,47
6,534,2025-09-13,Video,Stress,12
6,535,2025-09-14,Video,Relationships,6
6,536,2025-09-15,Audio,Relationships,45
6,537,2025-09-16,Reading,Anxiety,20
6,538,2025-09-17,Audio,Anxiety,10
6,539,2025-09-18,Video,Relationships,63
6,540,2025-09-19,Audio,Relationships,26
6,541,2025-09-20,Reading,Anxiety,26
6,542,2025-09-21,Reading,Relationships,41
6,543,2025-09-22,Video,Self-esteem,63
6,544,2025-09-23,Video,Anxiety,70
6,545,2025-09-24,Audio,Relationships,43
6,546,2025-09-25,Audio,Self-esteem,46
6,547,2025-09-26,Reading,Stress,32
6,548,2025-09-27,Video,Stress,42
6,549,2025-09-28,Audio,Stress,47
6,550,2025-09-29,Audio,Anxiety,29
6,551,2025-09-30,Reading,Sleep,6
6,552,2025-10-01,Audio,Self-esteem,57
6,553,2025-10-02,Audio,Stress,47
6,554,2025-10-03,Audio,Anxiety,18
6,555,2025-10-04,Video,Stress,12
6,556,2025-10-05,Video,Anxiety,66
6,557,2025-10-06,Audio,Relationships,33
6,558,2025-10-07,Reading,Anxiety,10
6,559,2025-10-08,Reading,Self-esteem,30
6,560,2025-10-09,Video,Relationships,70
6,561,2025-10-10,Reading,Stress,28
6,562,2025-10-11,Audio,Stress,19
6,563,2025-10-12,Reading,Sleep,6
6,564,2025-10-13,Reading,Self-esteem,43
6,565,2025-10-14,Reading,Stress,18
6,566,2025-10-15,Reading,Stress,10
6,567,2025-10-16,Reading,Relationships,14
6,568,2025-10-17,Video,Relationships,35
6,569,2025-10-18,Reading,Stress,14
6,570,2025-10-19,Video,Stress,55
6,571,2025-10-20,Audio,Stress,32
6,572,2025-10-21,Audio,Relationships,46
6,573,2025-10-22,Video,Stress,75
6,574,2025-10-23,Video,Anxiety,89
6,575,2025-10-24,Audio,Stress,5
6,576,2025-10-25,Video,Anxiety,19
6,577,2025-10-26,Video,Stress,26
6,578,2025-10-27,Reading,Stress,27
6,579,2025-10-28,Audio,Sleep,19
6,580,2025-10-29,Audio,Relationships,47
6,581,2025-10-30,Audio,Self-esteem,19
6,582,2025-10-31,Video,Sleep,13
6,583,2025-11-01,Reading,Self-esteem,7
6,584,2025-11-02,Reading,Self-esteem,12
6,585,2025-11-03,Audio,Stress,59
6,586,2025-11-04,Video,Anxiety,23
6,587,2025-11-05,Reading,Stress,31
6,588,2025-11-06,Reading,Stress,9
6,589,2025-11-07,Audio,Anxiety,36
6,590,2025-11-08,Audio,Anxiety,8
6,591,2025-11-09,Reading,Stress,8
6,592,2025-11-10,Reading,Relationships,24
6,593,2025-11-11,Audio,Anxiety,19
6,594,2025-11-12,Video,Sleep,34
6,595,2025-11-13,Video,Stress,45
6,596,2025-11-14,Video,Stress,55
6,597,2025-11-15,Reading,Stress,34
6,598,2025-11-16,Video,Relationships,51
6,599,2025-11-17,Reading,Sleep,30
6,600,2025-11-18,Video,Sleep,53
6,601,2025-11-19,Video,Anxiety,64
6,602,2025-11-20,Audio,Stress,18
6,603,2025-11-21,Audio,Stress,56
6,604,2025-11-22,Reading,Sleep,29
6,605,2025-11-23,Reading,Self-esteem,21
6,606,2025-11-24,Video,Stress,32
6,607,2025-11-25,Reading,Self-esteem,39
6,608,2025-11-26,Reading,Stress,40
6,609,2025-11-27,Reading,Sleep,33
6,610,2025-11-28,Audio,Relationships,35
6,611,2025-11-29,Reading,Stress,10
6,612,2025-11-30,Audio,Self-esteem,31
6,613,2025-12-01,Reading,Stress,27
6,614,2025-12-02,Reading,Anxiety,14
6,615,2025-12-03,Audio,Anxiety,45
6,616,2025-12-04,Reading,Relationships,19
6,617,2025-12-05,Audio,Anxiety,53
6,618,2025-12-06,Reading,Self-esteem,26
6,619,2025-12-07,Reading,Sleep,5
6,620,2025-12-08,Video,Stress,26
6,621,2025-12-09,Audio,Relationships,35
6,622,2025-12-10,Video,Anxiety,40
6,623,2025-12-11,Audio,Stress,45
6,624,2025-12-12,Audio,Stress,45
6,625,2025-12-13,Audio,Self-esteem,47
6,626,2025-12-14,Video,Stress,31
6,627,2025-12-15,Video,Relationships,42
6,628,2025-12-16,Audio,Self-esteem,17
6,629,2025-12-17,Audio,Self-esteem,24
6,630,2025-12-18,Video,Anxiety,37
6,631,2025-12-19,Audio,Sleep,59
